Wavenumber (1/cm),With sulfur,without sulfur
907.359,93.2846,99.2322
907.841,93.2048,99.2288
908.323,93.1408,99.2248
908.805,93.0939,99.2206
909.287,93.0654,99.2162
909.769,93.0559,99.212
910.251,93.0656,99.2078
910.733,93.0938,99.2034
911.216,93.1397,99.1984
911.698,93.2022,99.1925
912.18,93.2802,99.1856
912.662,93.3725,99.1778
913.144,93.4781,99.1696
913.626,93.5957,99.1612
914.108,93.7242,99.1529
914.59,93.8623,99.1445
915.073,94.0088,99.1358
915.555,94.1628,99.1267
916.037,94.3234,99.1172
916.519,94.4901,99.1073
917.001,94.6625,99.0974
917.483,94.8399,99.0875
917.965,95.0215,99.0778
918.447,95.2058,99.0679
918.93,95.3911,99.0576
919.412,95.5753,99.0467
919.894,95.7563,99.035
920.376,95.9322,99.0227
920.858,96.1015,99.0101
921.34,96.2634,98.9976
921.822,96.4171,98.9852
922.304,96.563,98.9726
922.786,96.7017,98.9596
923.269,96.8343,98.946
923.751,96.9622,98.9318
924.233,97.0868,98.917
924.715,97.2095,98.9019
925.197,97.3312,98.8868
925.679,97.4524,98.8717
926.161,97.5732,98.8564
926.643,97.6934,98.8407
927.126,97.8127,98.8246
927.608,97.9306,98.8081
928.09,98.0465,98.7915
928.572,98.1599,98.7753
929.054,98.2697,98.7597
929.536,98.3748,98.7447
930.018,98.4736,98.73
930.5,98.5646,98.7154
930.983,98.6461,98.7005
931.465,98.7169,98.6852
931.947,98.7757,98.6696
932.429,98.8217,98.654
932.911,98.8542,98.6387
933.393,98.8723,98.6235
933.875,98.8755,98.6084
934.357,98.8634,98.5928
934.84,98.8361,98.5766
935.322,98.7945,98.5597
935.804,98.7399,98.5423
936.286,98.6745,98.5248
936.768,98.6008,98.5076
937.25,98.5217,98.4907
937.732,98.4404,98.4738
938.214,98.3602,98.4566
938.697,98.2846,98.4387
939.179,98.2168,98.4198
939.661,98.1603,98.4
940.143,98.1179,98.3798
940.625,98.0917,98.3594
941.107,98.0827,98.3391
941.589,98.0907,98.319
942.071,98.1143,98.299
942.554,98.1514,98.2786
943.036,98.1988,98.2579
943.518,98.2538,98.2368
944,98.313,98.2152
944.482,98.374,98.1932
944.964,98.4344,98.1706
945.446,98.4923,98.1474
945.929,98.5464,98.1232
946.411,98.5958,98.0979
946.893,98.6401,98.0714
947.375,98.6791,98.0442
947.857,98.7131,98.0163
948.339,98.7425,97.9881
948.821,98.7681,97.9593
949.303,98.7906,97.9298
949.786,98.8108,97.8991
950.268,98.8299,97.8669
950.75,98.8487,97.8332
951.232,98.8684,97.798
951.714,98.8895,97.7616
952.196,98.9127,97.7239
952.678,98.9378,97.6848
953.16,98.9643,97.6439
953.643,98.9915,97.6005
954.125,99.0184,97.5545
954.607,99.0443,97.5058
955.089,99.0685,97.455
955.571,99.0907,97.4029
956.053,99.1108,97.3508
956.535,99.1289,97.2995
957.017,99.145,97.2501
957.5,99.159,97.2032
957.982,99.1705,97.1595
958.464,99.1787,97.1194
958.946,99.1826,97.0833
959.428,99.1808,97.0512
959.91,99.1719,97.0227
960.392,99.1547,96.997
960.874,99.1282,96.9728
961.356,99.0913,96.9489
961.839,99.0436,96.9238
962.321,98.9843,96.8969
962.803,98.9127,96.8677
963.285,98.8275,96.8363
963.767,98.727,96.803
964.249,98.6089,96.7681
964.731,98.4705,96.7317
965.213,98.3087,96.6938
965.696,98.1207,96.6544
966.178,97.9036,96.6138
966.66,97.6547,96.5722
967.142,97.3713,96.5301
967.624,97.0511,96.4879
968.106,96.6917,96.4455
968.588,96.2916,96.4029
969.07,95.8499,96.3599
969.553,95.367,96.3161
970.035,94.8445,96.2716
970.517,94.2852,96.2266
970.999,93.6931,96.1813
971.481,93.0727,96.1361
971.963,92.4292,96.0909
972.445,91.768,96.0456
972.927,91.095,95.9998
973.41,90.4167,95.9532
973.892,89.7399,95.9058
974.374,89.0719,95.8575
974.856,88.4198,95.8089
975.338,87.7905,95.7601
975.82,87.1901,95.7114
976.302,86.624,95.6627
976.784,86.0958,95.6137
977.267,85.6088,95.5644
977.749,85.1649,95.5145
978.231,84.7661,95.4642
978.713,84.4144,95.4135
979.195,84.1124,95.3627
979.677,83.8638,95.3116
980.159,83.6729,95.2601
980.641,83.5446,95.2078
981.124,83.4841,95.1545
981.606,83.4954,95.1
982.088,83.5816,95.0444
982.57,83.7433,94.9881
983.052,83.9789,94.931
983.534,84.2842,94.8733
984.016,84.6529,94.8147
984.498,85.0766,94.7551
984.981,85.5457,94.6943
985.463,86.0497,94.6324
985.945,86.5782,94.57
986.427,87.121,94.5076
986.909,87.6688,94.4458
987.391,88.2134,94.3852
987.873,88.7478,94.3259
988.356,89.2669,94.2678
988.838,89.7668,94.211
989.32,90.2451,94.1553
989.802,90.7009,94.1011
990.284,91.134,94.0485
990.766,91.5452,93.9978
991.248,91.9357,93.9488
991.73,92.307,93.9015
992.213,92.6608,93.8553
992.695,92.9992,93.8099
993.177,93.3238,93.7652
993.659,93.6365,93.7211
994.141,93.9387,93.6778
994.623,94.2313,93.6354
995.105,94.5145,93.5938
995.587,94.7879,93.5526
996.07,95.0504,93.5114
996.552,95.3004,93.4697
997.034,95.5361,93.4271
997.516,95.7556,93.3836
997.998,95.957,93.3393
998.48,96.1388,93.2941
998.962,96.2999,93.2482
999.444,96.4395,93.2011
999.927,96.5577,93.1526
1000.41,96.655,93.1024
1000.89,96.7326,93.0504
1001.37,96.7919,92.997
1001.85,96.8347,92.9425
1002.34,96.8625,92.8874
1002.82,96.8765,92.8322
1003.3,96.878,92.7769
1003.78,96.8678,92.7215
1004.27,96.8472,92.6659
1004.75,96.8173,92.6102
1005.23,96.7798,92.5544
1005.71,96.736,92.4988
1006.19,96.6876,92.4436
1006.68,96.6354,92.3888
1007.16,96.5799,92.3342
1007.64,96.5214,92.2792
1008.12,96.4597,92.2236
1008.6,96.3946,92.1669
1009.09,96.3262,92.1092
1009.57,96.2549,92.0504
1010.05,96.1815,91.9906
1010.53,96.1072,91.9299
1011.02,96.0331,91.8679
1011.5,95.9608,91.8044
1011.98,95.8914,91.7392
1012.46,95.8259,91.6722
1012.94,95.7647,91.6036
1013.43,95.7079,91.5338
1013.91,95.6548,91.4633
1014.39,95.6046,91.3925
1014.87,95.5561,91.3215
1015.35,95.5081,91.2504
1015.84,95.4601,91.1794
1016.32,95.4118,91.1085
1016.8,95.3635,91.0381
1017.28,95.3158,90.9686
1017.77,95.2693,90.9001
1018.25,95.2245,90.8327
1018.73,95.1811,90.7661
1019.21,95.1386,90.7
1019.69,95.0962,90.6339
1020.18,95.0526,90.5677
1020.66,95.0069,90.5013
1021.14,94.9581,90.4348
1021.62,94.9057,90.3684
1022.1,94.8492,90.3017
1022.59,94.7883,90.2346
1023.07,94.7227,90.1663
1023.55,94.652,90.0963
1024.03,94.5756,90.0242
1024.52,94.4927,89.9502
1025,94.4025,89.8743
1025.48,94.3041,89.797
1025.96,94.1968,89.7186
1026.44,94.0801,89.639
1026.93,93.9539,89.5584
1027.41,93.8184,89.4766
1027.89,93.6744,89.3936
1028.37,93.5229,89.3097
1028.85,93.3652,89.2251
1029.34,93.2026,89.1403
1029.82,93.0363,89.0555
1030.3,92.8674,88.9708
1030.78,92.6969,88.8863
1031.27,92.5257,88.8018
1031.75,92.3548,88.7177
1032.23,92.1848,88.634
1032.71,92.0164,88.5511
1033.19,91.8503,88.4693
1033.68,91.6868,88.3887
1034.16,91.5263,88.3091
1034.64,91.3696,88.2305
1035.12,91.2172,88.1524
1035.6,91.0701,88.0749
1036.09,90.9293,87.9982
1036.57,90.7954,87.9224
1037.05,90.6691,87.8481
1037.53,90.5506,87.7752
1038.01,90.44,87.7039
1038.5,90.3371,87.6342
1038.98,90.242,87.5661
1039.46,90.1546,87.5001
1039.94,90.0754,87.4367
1040.43,90.0048,87.3766
1040.91,89.9428,87.3205
1041.39,89.8895,87.2689
1041.87,89.8445,87.2218
1042.35,89.8072,87.179
1042.84,89.7766,87.1402
1043.32,89.7519,87.1046
1043.8,89.7321,87.072
1044.28,89.7164,87.0419
1044.76,89.7041,87.0138
1045.25,89.6942,86.9871
1045.73,89.6856,86.961
1046.21,89.6771,86.9348
1046.69,89.6672,86.9077
1047.18,89.6544,86.8794
1047.66,89.6371,86.85
1048.14,89.6141,86.8196
1048.62,89.5843,86.7888
1049.1,89.5467,86.7578
1049.58,89.5005,86.7266
1050.07,89.4454,86.6953
1050.55,89.381,86.6638
1051.03,89.3071,86.632
1051.51,89.2236,86.6002
1052,89.1308,86.5687
1052.48,89.0291,86.5379
1052.96,88.9189,86.5079
1053.44,88.801,86.4789
1053.92,88.6761,86.4508
1054.41,88.545,86.4234
1054.89,88.4084,86.3966
1055.37,88.2668,86.3707
1055.85,88.1206,86.3458
1056.33,87.9701,86.322
1056.82,87.8155,86.2997
1057.3,87.657,86.2785
1057.78,87.4949,86.2586
1058.26,87.3299,86.2395
1058.75,87.1624,86.2214
1059.23,86.9929,86.2043
1059.71,86.8217,86.1883
1060.19,86.6489,86.1738
1060.67,86.4742,86.1604
1061.16,86.2974,86.1481
1061.64,86.1178,86.1364
1062.12,85.9353,86.1251
1062.6,85.7497,86.1142
1063.08,85.5611,86.1039
1063.57,85.3696,86.0946
1064.05,85.1752,86.0866
1064.53,84.978,86.0799
1065.01,84.7777,86.0745
1065.49,84.5743,86.0697
1065.98,84.3678,86.065
1066.46,84.1584,86.0601
1066.94,83.9466,86.055
1067.42,83.7329,86.0499
1067.91,83.5181,86.0452
1068.39,83.3027,86.0412
1068.87,83.0873,86.0381
1069.35,82.8723,86.0358
1069.83,82.658,86.0339
1070.32,82.4449,86.0321
1070.8,82.2333,86.0303
1071.28,82.0236,86.0283
1071.76,81.8161,86.0263
1072.24,81.6109,86.0241
1072.73,81.408,86.0217
1073.21,81.2072,86.0188
1073.69,81.0084,86.0154
1074.17,80.8115,86.0113
1074.66,80.6166,86.0067
1075.14,80.4239,86.002
1075.62,80.2338,85.9974
1076.1,80.0469,85.9931
1076.58,79.8637,85.9891
1077.07,79.6845,85.9853
1077.55,79.5095,85.9813
1078.03,79.3388,85.9771
1078.51,79.1725,85.9725
1078.99,79.0106,85.9676
1079.48,78.8533,85.9625
1079.96,78.7011,85.957
1080.44,78.5544,85.9509
1080.92,78.4136,85.9439
1081.41,78.2791,85.9358
1081.89,78.1511,85.9265
1082.37,78.0296,85.916
1082.85,77.9147,85.9047
1083.33,77.8061,85.8928
1083.82,77.7038,85.8802
1084.3,77.6075,85.8668
1084.78,77.5173,85.852
1085.26,77.4329,85.8356
1085.74,77.3543,85.8172
1086.23,77.2812,85.797
1086.71,77.2135,85.7751
1087.19,77.151,85.752
1087.67,77.0935,85.7279
1088.16,77.0408,85.7029
1088.64,76.9926,85.6769
1089.12,76.9487,85.6497
1089.6,76.9087,85.6214
1090.08,76.8723,85.5917
1090.57,76.839,85.561
1091.05,76.809,85.5292
1091.53,76.7819,85.4963
1092.01,76.7581,85.4621
1092.49,76.7376,85.4261
1092.98,76.7203,85.3883
1093.46,76.7062,85.3484
1093.94,76.6946,85.3068
1094.42,76.6851,85.2637
1094.91,76.677,85.2196
1095.39,76.6696,85.1748
1095.87,76.6626,85.1293
1096.35,76.6555,85.0831
1096.83,76.648,85.0361
1097.32,76.6397,84.9884
1097.8,76.6301,84.9403
1098.28,76.6189,84.892
1098.76,76.6058,84.8441
1099.24,76.5905,84.7965
1099.73,76.5732,84.7494
1100.21,76.5544,84.7025
1100.69,76.5343,84.6555
1101.17,76.5136,84.6085
1101.66,76.4924,84.5617
1102.14,76.4709,84.5153
1102.62,76.4488,84.4699
1103.1,76.4262,84.4256
1103.58,76.4028,84.3826
1104.06,76.3787,84.3407
1104.55,76.3541,84.2998
1105.03,76.3294,84.26
1105.51,76.3049,84.2213
1105.99,76.2809,84.184
1106.48,76.2576,84.1482
1106.96,76.235,84.114
1107.44,76.2131,84.0811
1107.92,76.1916,84.0494
1108.4,76.1705,84.0186
1108.89,76.1496,83.9888
1109.37,76.1291,83.9602
1109.85,76.109,83.9335
1110.33,76.0898,83.9091
1110.81,76.0717,83.8874
1111.3,76.0554,83.8685
1111.78,76.0412,83.8521
1112.26,76.0297,83.8379
1112.74,76.0211,83.8255
1113.23,76.0157,83.8147
1113.71,76.0137,83.8056
1114.19,76.0153,83.7984
1114.67,76.0205,83.7932
1115.15,76.0297,83.7899
1115.64,76.0431,83.7884
1116.12,76.0612,83.7885
1116.6,76.0844,83.7901
1117.08,76.1134,83.7931
1117.56,76.1487,83.7975
1118.05,76.1911,83.8037
1118.53,76.2412,83.8116
1119.01,76.2996,83.8213
1119.49,76.3669,83.8325
1119.97,76.4433,83.845
1120.46,76.5288,83.8586
1120.94,76.6234,83.873
1121.42,76.7267,83.8882
1121.9,76.8386,83.9042
1122.39,76.9592,83.9207
1122.87,77.0885,83.9378
1123.35,77.2271,83.9552
1123.83,77.3754,83.9728
1124.31,77.5337,83.9906
1124.8,77.7023,84.0087
1125.28,77.8813,84.0273
1125.76,78.0706,84.0463
1126.24,78.2698,84.0659
1126.72,78.4784,84.0859
1127.21,78.6958,84.1059
1127.69,78.9213,84.1259
1128.17,79.1539,84.1457
1128.65,79.3928,84.1653
1129.14,79.6367,84.1849
1129.62,79.8848,84.2045
1130.1,80.136,84.2243
1130.58,80.3894,84.244
1131.06,80.6443,84.2634
1131.55,80.9002,84.2823
1132.03,81.1564,84.3007
1132.51,81.4126,84.3185
1132.99,81.6683,84.336
1133.47,81.9232,84.3533
1133.96,82.1769,84.3704
1134.44,82.4292,84.3873
1134.92,82.6797,84.4038
1135.4,82.9284,84.4199
1135.89,83.175,84.4356
1136.37,83.4195,84.4509
1136.85,83.6618,84.4662
1137.33,83.9017,84.4816
1137.81,84.139,84.4971
1138.3,84.3732,84.5126
1138.78,84.604,84.5277
1139.26,84.831,84.5424
1139.74,85.0536,84.5566
1140.22,85.2716,84.5704
1140.71,85.4849,84.5842
1141.19,85.6934,84.5981
1141.67,85.8972,84.6122
1142.15,86.0964,84.6264
1142.64,86.2911,84.6406
1143.12,86.4811,84.6546
1143.6,86.6666,84.6683
1144.08,86.8476,84.6819
1144.56,87.024,84.6958
1145.05,87.196,84.7102
1145.53,87.3636,84.7253
1146.01,87.5267,84.7409
1146.49,87.6854,84.7569
1146.97,87.8399,84.7732
1147.46,87.9901,84.7897
1147.94,88.1362,84.8067
1148.42,88.2787,84.8245
1148.9,88.4176,84.8437
1149.39,88.5533,84.8642
1149.87,88.6856,84.8862
1150.35,88.8146,84.9094
1150.83,88.94,84.9334
1151.31,89.0615,84.9577
1151.8,89.1788,84.9821
1152.28,89.2918,85.0063
1152.76,89.4004,85.0303
1153.24,89.5048,85.0536
1153.72,89.6052,85.0762
1154.21,89.7015,85.0976
1154.69,89.7937,85.1176
1155.17,89.8815,85.1361
1155.65,89.9644,85.1532
1156.14,90.0419,85.1691
1156.62,90.1133,85.1838
1157.1,90.1781,85.1972
1157.58,90.2359,85.2091
1158.06,90.2865,85.219
1158.55,90.3298,85.2265
1159.03,90.3657,85.2314
1159.51,90.3943,85.234
1159.99,90.4155,85.2343
1160.47,90.4288,85.2329
1160.96,90.4339,85.23
1161.44,90.4303,85.2257
1161.92,90.4175,85.2198
1162.4,90.3951,85.2123
1162.89,90.363,85.2032
1163.37,90.3212,85.1925
1163.85,90.2697,85.1805
1164.33,90.2089,85.1675
1164.81,90.139,85.1537
1165.3,90.0604,85.1392
1165.78,89.9734,85.124
1166.26,89.8783,85.1084
1166.74,89.7756,85.0924
1167.22,89.666,85.0767
1167.71,89.5504,85.0618
1168.19,89.4298,85.048
1168.67,89.3054,85.0358
1169.15,89.1784,85.0253
1169.63,89.0501,85.0163
1170.12,88.922,85.0088
1170.6,88.7951,85.0026
1171.08,88.6708,84.9979
1171.56,88.5502,84.9948
1172.05,88.4343,84.9935
1172.53,88.324,84.9937
1173.01,88.2203,84.9952
1173.49,88.1238,84.9976
1173.97,88.0352,85.0005
1174.46,87.955,85.0033
1174.94,87.8837,85.0062
1175.42,87.8214,85.0091
1175.9,87.7684,85.0121
1176.38,87.7249,85.0152
1176.87,87.6909,85.0182
1177.35,87.6665,85.0207
1177.83,87.6515,85.0223
1178.31,87.646,85.0227
1178.8,87.6498,85.0218
1179.28,87.6627,85.0194
1179.76,87.6846,85.0157
1180.24,87.7152,85.0106
1180.72,87.7543,85.0038
1181.2,87.8018,84.9949
1181.69,87.8573,84.9838
1182.17,87.9205,84.9701
1182.65,87.9908,84.954
1183.13,88.0675,84.9357
1183.62,88.1497,84.9153
1184.1,88.2368,84.8928
1184.58,88.3277,84.8681
1185.06,88.4218,84.8411
1185.54,88.5183,84.8116
1186.03,88.6166,84.7793
1186.51,88.7161,84.7446
1186.99,88.8161,84.7074
1187.47,88.9161,84.6683
1187.95,89.0156,84.6272
1188.44,89.1142,84.5842
1188.92,89.2117,84.5391
1189.4,89.3083,84.4917
1189.88,89.4039,84.442
1190.37,89.4988,84.3901
1190.85,89.5934,84.3363
1191.33,89.688,84.2808
1191.81,89.7825,84.2237
1192.29,89.877,84.1651
1192.78,89.9716,84.1045
1193.26,90.0662,84.0418
1193.74,90.1608,83.9769
1194.22,90.2554,83.9096
1194.7,90.3503,83.8401
1195.19,90.4454,83.7686
1195.67,90.5409,83.6952
1196.15,90.6369,83.62
1196.63,90.7334,83.5429
1197.11,90.8305,83.4637
1197.6,90.9282,83.3823
1198.08,91.0265,83.2988
1198.56,91.1253,83.2134
1199.04,91.2244,83.1262
1199.53,91.3235,83.0372
1200.01,91.4226,82.9463
1200.49,91.5211,82.8533
1200.97,91.619,82.7581
1201.45,91.7161,82.6608
1201.94,91.8123,82.5617
1202.42,91.9074,82.461
1202.9,92.0013,82.3592
1203.38,92.0937,82.2563
1203.86,92.1843,82.1526
1204.35,92.2725,82.0478
1204.83,92.3581,81.9419
1205.31,92.4405,81.8351
1205.79,92.5196,81.7274
1206.28,92.5952,81.6193
1206.76,92.6671,81.5112
1207.24,92.7354,81.4034
1207.72,92.8001,81.2959
1208.2,92.8613,81.1889
1208.69,92.9192,81.0822
1209.17,92.9739,80.9761
1209.65,93.0258,80.8705
1210.13,93.0752,80.7659
1210.61,93.1223,80.6626
1211.1,93.1672,80.5606
1211.58,93.21,80.4601
1212.06,93.2507,80.3611
1212.54,93.2894,80.2635
1213.03,93.326,80.1674
1213.51,93.3607,80.073
1213.99,93.3934,79.9806
1214.47,93.4241,79.8905
1214.95,93.4528,79.8029
1215.44,93.4793,79.7177
1215.92,93.5034,79.6349
1216.4,93.5249,79.5543
1216.88,93.5436,79.4759
1217.36,93.5597,79.3997
1217.85,93.5732,79.3258
1218.33,93.5842,79.2545
1218.81,93.5927,79.1858
1219.29,93.5985,79.1195
1219.78,93.6016,79.0555
1220.26,93.6016,78.9938
1220.74,93.5982,78.9342
1221.22,93.5914,78.8767
1221.7,93.5812,78.8217
1222.19,93.5677,78.7691
1222.67,93.5511,78.7191
1223.15,93.5318,78.6714
1223.63,93.51,78.6257
1224.11,93.4859,78.5819
1224.6,93.4597,78.5396
1225.08,93.4315,78.4988
1225.56,93.4015,78.4595
1226.04,93.3696,78.422
1226.53,93.3357,78.3861
1227.01,93.2996,78.3521
1227.49,93.2612,78.3198
1227.97,93.2201,78.2891
1228.45,93.1759,78.2604
1228.94,93.128,78.2336
1229.42,93.0759,78.2092
1229.9,93.0189,78.1875
1230.38,92.956,78.1686
1230.86,92.8865,78.1526
1231.35,92.8093,78.1394
1231.83,92.7234,78.1289
1232.31,92.6281,78.121
1232.79,92.5225,78.1158
1233.28,92.4058,78.1134
1233.76,92.2776,78.1137
1234.24,92.1374,78.1168
1234.72,91.9848,78.1223
1235.2,91.8198,78.1298
1235.69,91.6427,78.1389
1236.17,91.454,78.1494
1236.65,91.2544,78.1611
1237.13,91.0452,78.1741
1237.61,90.828,78.1883
1238.1,90.6043,78.2037
1238.58,90.3763,78.2199
1239.06,90.1462,78.2367
1239.54,89.9166,78.2535
1240.03,89.69,78.2701
1240.51,89.469,78.2863
1240.99,89.256,78.302
1241.47,89.0533,78.3174
1241.95,88.8627,78.3325
1242.44,88.686,78.3472
1242.92,88.5243,78.3615
1243.4,88.3785,78.3753
1243.88,88.2491,78.3886
1244.36,88.1362,78.4016
1244.85,88.0394,78.4146
1245.33,87.9583,78.4279
1245.81,87.8924,78.442
1246.29,87.8409,78.4569
1246.77,87.8033,78.4729
1247.26,87.7794,78.49
1247.74,87.769,78.5085
1248.22,87.7719,78.5286
1248.7,87.7883,78.5506
1249.19,87.818,78.5746
1249.67,87.8613,78.6005
1250.15,87.9181,78.6282
1250.63,87.9885,78.6572
1251.11,88.0728,78.6872
1251.59,88.1712,78.718
1252.08,88.284,78.7495
1252.56,88.4113,78.7816
1253.04,88.5535,78.8144
1253.52,88.7101,78.8477
1254.01,88.8808,78.8813
1254.49,89.0647,78.9146
1254.97,89.2606,78.9472
1255.45,89.4672,78.9788
1255.94,89.6827,79.0093
1256.42,89.9054,79.0387
1256.9,90.1335,79.067
1257.38,90.3648,79.0942
1257.86,90.5978,79.1201
1258.34,90.8305,79.1444
1258.83,91.0615,79.1671
1259.31,91.2893,79.1878
1259.79,91.513,79.2068
1260.27,91.7316,79.2244
1260.76,91.9446,79.2409
1261.24,92.1514,79.2567
1261.72,92.3521,79.2719
1262.2,92.5464,79.2865
1262.68,92.7346,79.3004
1263.17,92.917,79.3137
1263.65,93.094,79.3264
1264.13,93.2661,79.3387
1264.61,93.4338,79.3505
1265.09,93.5975,79.3618
1265.58,93.7577,79.3723
1266.06,93.9146,79.3815
1266.54,94.0686,79.389
1267.02,94.2196,79.3944
1267.51,94.3679,79.3975
1267.99,94.5132,79.3985
1268.47,94.6553,79.3972
1268.95,94.7941,79.3941
1269.43,94.9291,79.389
1269.92,95.0599,79.3819
1270.4,95.1863,79.3729
1270.88,95.3081,79.362
1271.36,95.4253,79.3493
1271.84,95.538,79.335
1272.33,95.646,79.3192
1272.81,95.7496,79.3018
1273.29,95.8486,79.2823
1273.77,95.9432,79.2604
1274.26,96.0337,79.2354
1274.74,96.1204,79.207
1275.22,96.2039,79.1751
1275.7,96.2849,79.1395
1276.18,96.3641,79.1002
1276.67,96.442,79.0572
1277.15,96.5191,79.0102
1277.63,96.5956,78.9589
1278.11,96.6718,78.9032
1278.59,96.7482,78.8428
1279.08,96.8253,78.7778
1279.56,96.9036,78.7084
1280.04,96.9837,78.6348
1280.52,97.0662,78.5571
1281.01,97.1513,78.4751
1281.49,97.2392,78.3887
1281.97,97.3298,78.2976
1282.45,97.4228,78.2015
1282.93,97.5179,78.1006
1283.42,97.6144,77.9949
1283.9,97.7118,77.8844
1284.38,97.8091,77.7694
1284.86,97.9053,77.6497
1285.34,97.9995,77.5253
1285.83,98.0909,77.396
1286.31,98.1786,77.262
1286.79,98.2625,77.1236
1287.27,98.3421,76.981
1287.76,98.4176,76.8348
1288.24,98.489,76.6856
1288.72,98.5562,76.5335
1289.2,98.6191,76.3791
1289.68,98.6779,76.2226
1290.17,98.7322,76.0645
1290.65,98.7822,75.9054
1291.13,98.8276,75.7462
1291.61,98.8687,75.5878
1292.09,98.9052,75.4309
1292.58,98.9373,75.2763
1293.06,98.9647,75.1247
1293.54,98.9875,74.9769
1294.02,99.0057,74.8335
1294.51,99.0192,74.6954
1294.99,99.0281,74.5636
1295.47,99.0321,74.4388
1295.95,99.0309,74.3218
1296.43,99.024,74.213
1296.92,99.011,74.1128
1297.4,98.9914,74.0216
1297.88,98.965,73.9396
1298.36,98.932,73.8673
1298.84,98.8929,73.8049
1299.33,98.8489,73.7528
1299.81,98.8013,73.7109
1300.29,98.7518,73.6792
1300.77,98.7026,73.6575
1301.25,98.6558,73.6452
1301.74,98.6138,73.6421
1302.22,98.5786,73.6477
1302.7,98.5517,73.6615
1303.18,98.5339,73.6831
1303.67,98.5249,73.7117
1304.15,98.5238,73.7466
1304.63,98.5288,73.7869
1305.11,98.5376,73.8316
1305.59,98.5479,73.8799
1306.08,98.5576,73.9312
1306.56,98.5648,73.9849
1307.04,98.568,74.0406
1307.52,98.5661,74.0979
1308,98.558,74.156
1308.49,98.5432,74.2144
1308.97,98.521,74.2725
1309.45,98.4913,74.3296
1309.93,98.4543,74.3855
1310.42,98.4107,74.4398
1310.9,98.3618,74.4924
1311.38,98.309,74.543
1311.86,98.2542,74.5914
1312.34,98.1994,74.6372
1312.82,98.1464,74.68
1313.31,98.0966,74.7198
1313.79,98.0507,74.7565
1314.27,98.0088,74.7903
1314.75,97.9704,74.8214
1315.24,97.9344,74.8499
1315.72,97.8994,74.8758
1316.2,97.864,74.899
1316.68,97.827,74.9194
1317.16,97.7877,74.937
1317.65,97.7457,74.9519
1318.13,97.7009,74.9642
1318.61,97.6535,74.9742
1319.09,97.6034,74.9818
1319.57,97.5511,74.987
1320.06,97.4965,74.9898
1320.54,97.4399,74.9898
1321.02,97.3814,74.9872
1321.5,97.3214,74.9821
1321.99,97.2598,74.9748
1322.47,97.1966,74.9655
1322.95,97.1317,74.9543
1323.43,97.0646,74.9412
1323.91,96.9952,74.926
1324.4,96.9233,74.9084
1324.88,96.8491,74.8882
1325.36,96.7727,74.8654
1325.84,96.6947,74.8401
1326.32,96.6155,74.8126
1326.81,96.5353,74.7828
1327.29,96.4544,74.7508
1327.77,96.3729,74.7166
1328.25,96.2909,74.68
1328.73,96.2087,74.641
1329.22,96.1263,74.5994
1329.7,96.0442,74.5555
1330.18,95.9626,74.5092
1330.66,95.882,74.4605
1331.15,95.8027,74.4095
1331.63,95.7247,74.3559
1332.11,95.6486,74.2996
1332.59,95.5746,74.2408
1333.07,95.5028,74.1795
1333.56,95.4336,74.1161
1334.04,95.3671,74.0507
1334.52,95.3035,73.9834
1335,95.2428,73.9142
1335.48,95.1854,73.843
1335.97,95.1317,73.7697
1336.45,95.0825,73.6946
1336.93,95.0382,73.6178
1337.41,94.9995,73.5398
1337.9,94.9667,73.461
1338.38,94.9396,73.3818
1338.86,94.9177,73.3024
1339.34,94.9004,73.223
1339.82,94.8871,73.1438
1340.31,94.8773,73.0653
1340.79,94.8708,72.9878
1341.27,94.8677,72.912
1341.75,94.868,72.8387
1342.23,94.8721,72.7682
1342.72,94.8801,72.7009
1343.2,94.8919,72.637
1343.68,94.9072,72.5768
1344.16,94.9259,72.5205
1344.65,94.9473,72.4682
1345.13,94.971,72.4204
1345.61,94.9964,72.3772
1346.09,95.0231,72.3387
1346.57,95.0506,72.3046
1347.06,95.0786,72.2747
1347.54,95.107,72.2484
1348.02,95.1358,72.2252
1348.5,95.1651,72.2047
1348.98,95.1947,72.1864
1349.47,95.2244,72.17
1349.95,95.2539,72.1548
1350.43,95.2823,72.1401
1350.91,95.3092,72.1248
1351.4,95.3338,72.1083
1351.88,95.3559,72.0898
1352.36,95.3751,72.0686
1352.84,95.3915,72.0444
1353.32,95.405,72.0168
1353.81,95.4155,71.9853
1354.29,95.4228,71.9495
1354.77,95.4267,71.9087
1355.25,95.4271,71.8624
1355.73,95.4239,71.8101
1356.22,95.4174,71.7517
1356.7,95.4078,71.687
1357.18,95.3952,71.6161
1357.66,95.3799,71.5387
1358.15,95.3619,71.4549
1358.63,95.3412,71.3644
1359.11,95.3177,71.2669
1359.59,95.2917,71.1626
1360.07,95.2635,71.0515
1360.56,95.2331,70.9337
1361.04,95.201,70.8097
1361.52,95.167,70.6794
1362,95.1312,70.5431
1362.48,95.0932,70.4011
1362.97,95.0529,70.2536
1363.45,95.0099,70.1013
1363.93,94.9642,69.9448
1364.41,94.9156,69.7851
1364.9,94.8639,69.6229
1365.38,94.8085,69.4586
1365.86,94.7489,69.2926
1366.34,94.6844,69.1251
1366.82,94.6141,68.9562
1367.31,94.5375,68.7863
1367.79,94.4542,68.6159
1368.27,94.3639,68.4456
