Wavenumber (1/cm),With sulfur,without sulfur
1368.75,94.2665,68.2761
1369.23,94.1622,68.1079
1369.72,94.0513,67.9414
1370.2,93.9339,67.7765
1370.68,93.8105,67.6135
1371.16,93.6818,67.4522
1371.65,93.5484,67.2927
1372.13,93.411,67.1349
1372.61,93.2699,66.979
1373.09,93.1258,66.8248
1373.57,92.9789,66.6726
1374.06,92.8297,66.5223
1374.54,92.6786,66.3743
1375.02,92.5262,66.2287
1375.5,92.3731,66.0858
1375.98,92.2199,65.9459
1376.47,92.0669,65.8091
1376.95,91.9141,65.6756
1377.43,91.7614,65.5455
1377.91,91.6087,65.419
1378.39,91.4559,65.2963
1378.88,91.3033,65.178
1379.36,91.1512,65.0648
1379.84,91.0001,64.9574
1380.32,90.8505,64.8563
1380.81,90.7026,64.7622
1381.29,90.5565,64.6756
1381.77,90.4125,64.5969
1382.25,90.2705,64.5266
1382.73,90.131,64.4652
1383.21,89.9943,64.4134
1383.7,89.8609,64.3715
1384.18,89.7311,64.3399
1384.66,89.605,64.3189
1385.14,89.4824,64.3085
1385.63,89.3628,64.3085
1386.11,89.2457,64.3191
1386.59,89.1304,64.34
1387.07,89.0165,64.3713
1387.56,88.9034,64.4128
1388.04,88.791,64.4644
1388.52,88.6788,64.5257
1389,88.5667,64.5962
1389.48,88.4543,64.6753
1389.96,88.3415,64.762
1390.45,88.2277,64.8557
1390.93,88.1124,64.9553
1391.41,87.9952,65.06
1391.89,87.8754,65.1689
1392.38,87.7523,65.2811
1392.86,87.6252,65.3958
1393.34,87.4938,65.5122
1393.82,87.3582,65.6297
1394.3,87.2188,65.7476
1394.79,87.0764,65.8654
1395.27,86.9321,65.983
1395.75,86.7864,66.0997
1396.23,86.6397,66.2154
1396.71,86.4918,66.3296
1397.2,86.342,66.4418
1397.68,86.189,66.5516
1398.16,86.0317,66.6588
1398.64,85.869,66.7632
1399.13,85.7003,66.8648
1399.61,85.5254,66.9636
1400.09,85.3445,67.0599
1400.57,85.158,67.1537
1401.05,84.9665,67.2452
1401.54,84.7704,67.3343
1402.02,84.5704,67.4211
1402.5,84.3667,67.5056
1402.98,84.1603,67.5879
1403.46,83.9522,67.668
1403.95,83.7437,67.7461
1404.43,83.5369,67.8223
1404.91,83.3337,67.8965
1405.39,83.1364,67.9689
1405.88,82.9469,68.0394
1406.36,82.7664,68.1082
1406.84,82.596,68.1755
1407.32,82.4359,68.2415
1407.8,82.286,68.3063
1408.29,82.146,68.3699
1408.77,82.0155,68.4322
1409.25,81.8939,68.4932
1409.73,81.7807,68.5528
1410.21,81.6754,68.611
1410.7,81.5774,68.6678
1411.18,81.4864,68.7233
1411.66,81.402,68.7773
1412.14,81.3242,68.8298
1412.63,81.2532,68.8804
1413.11,81.1895,68.9288
1413.59,81.1335,68.9749
1414.07,81.0858,69.0186
1414.55,81.0469,69.0598
1415.04,81.0173,69.0987
1415.52,80.9971,69.1351
1416,80.9864,69.1689
1416.48,80.9853,69.1998
1416.96,80.9934,69.2274
1417.45,81.0102,69.2513
1417.93,81.0353,69.2712
1418.41,81.0679,69.2871
1418.89,81.1079,69.2992
1419.38,81.1551,69.3077
1419.86,81.2101,69.3131
1420.34,81.2731,69.3158
1420.82,81.3447,69.3163
1421.3,81.4246,69.3147
1421.79,81.5122,69.3112
1422.27,81.606,69.3058
1422.75,81.7045,69.2985
1423.23,81.8059,69.2893
1423.71,81.9085,69.278
1424.2,82.0115,69.2649
1424.68,82.1139,69.2503
1425.16,82.2153,69.2346
1425.64,82.3152,69.2183
1426.13,82.4127,69.2018
1426.61,82.5071,69.1853
1427.09,82.5973,69.1692
1427.57,82.6826,69.1532
1428.05,82.7626,69.1373
1428.54,82.8373,69.1215
1429.02,82.907,69.1059
1429.5,82.9721,69.0906
1429.98,83.0328,69.0758
1430.46,83.0892,69.0617
1430.95,83.1415,69.0485
1431.43,83.1901,69.0362
1431.91,83.2355,69.0251
1432.39,83.279,69.0151
1432.87,83.3215,69.0064
1433.36,83.3641,68.999
1433.84,83.407,68.9929
1434.32,83.4502,68.9877
1434.8,83.4929,68.9831
1435.29,83.5343,68.9786
1435.77,83.5738,68.9738
1436.25,83.6113,68.9689
1436.73,83.6477,68.964
1437.21,83.6841,68.9599
1437.7,83.722,68.9571
1438.18,83.7625,68.9563
1438.66,83.8063,68.9575
1439.14,83.8535,68.9606
1439.62,83.9038,68.9653
1440.11,83.9568,68.971
1440.59,84.0117,68.9774
1441.07,84.0682,68.9846
1441.55,84.1261,68.9925
1442.04,84.1853,69.0015
1442.52,84.2459,69.0117
1443,84.308,69.0232
1443.48,84.3716,69.0362
1443.96,84.4369,69.0504
1444.44,84.5037,69.0659
1444.93,84.5719,69.0828
1445.41,84.6413,69.1011
1445.89,84.7112,69.1208
1446.37,84.7812,69.1419
1446.86,84.8509,69.1643
1447.34,84.9201,69.188
1447.82,84.9887,69.213
1448.3,85.0569,69.2396
1448.78,85.1252,69.268
1449.27,85.1937,69.2986
1449.75,85.2626,69.3315
1450.23,85.3318,69.3669
1450.71,85.4012,69.4044
1451.19,85.4706,69.444
1451.68,85.54,69.4853
1452.16,85.6096,69.5284
1452.64,85.6799,69.5736
1453.12,85.7509,69.6211
1453.61,85.8227,69.671
1454.09,85.8947,69.7233
1454.57,85.9657,69.7774
1455.05,86.0345,69.8327
1455.53,86.0997,69.8885
1456.02,86.1607,69.9444
1456.5,86.2174,70.0002
1456.98,86.2708,70.0564
1457.46,86.3228,70.1135
1457.94,86.3754,70.1722
1458.43,86.4309,70.233
1458.91,86.4912,70.296
1459.39,86.5577,70.3612
1459.87,86.6311,70.4287
1460.35,86.7121,70.4983
1460.84,86.8008,70.5703
1461.32,86.8974,70.6445
1461.8,87.0019,70.7212
1462.28,87.1143,70.8001
1462.77,87.2342,70.881
1463.25,87.3614,70.9636
1463.73,87.4955,71.0477
1464.21,87.6362,71.133
1464.69,87.7832,71.2197
1465.18,87.9365,71.3077
1465.66,88.0963,71.3972
1466.14,88.2629,71.4881
1466.62,88.4365,71.58
1467.1,88.6174,71.6727
1467.59,88.8052,71.7657
1468.07,88.9995,71.8587
1468.55,89.1997,71.9513
1469.03,89.4049,72.0433
1469.52,89.6145,72.1341
1470,89.8276,72.2231
1470.48,90.0432,72.3093
1470.96,90.2606,72.3922
1471.44,90.4787,72.4708
1471.93,90.6966,72.5448
1472.41,90.9135,72.6141
1472.89,91.1289,72.6786
1473.37,91.3425,72.7384
1473.85,91.5545,72.7935
1474.34,91.7649,72.8437
1474.82,91.9736,72.8883
1475.3,92.1803,72.927
1475.78,92.3845,72.9594
1476.27,92.5855,72.9852
1476.75,92.7828,73.0045
1477.23,92.9761,73.0172
1477.71,93.1653,73.0236
1478.19,93.3506,73.0235
1478.68,93.5319,73.0168
1479.16,93.7091,73.0035
1479.64,93.8817,72.9835
1480.12,94.0491,72.9568
1480.6,94.2105,72.9235
1481.09,94.3656,72.8838
1481.57,94.5144,72.8378
1482.05,94.657,72.7856
1482.53,94.7939,72.7271
1483.02,94.9255,72.6626
1483.5,95.0518,72.592
1483.98,95.1729,72.5156
1484.46,95.2887,72.4335
1484.94,95.3988,72.3456
1485.43,95.5033,72.2518
1485.91,95.6022,72.1519
1486.39,95.6955,72.0456
1486.87,95.7832,71.933
1487.35,95.8652,71.814
1487.84,95.9415,71.6888
1488.32,96.0117,71.5574
1488.8,96.0757,71.4198
1489.28,96.1335,71.2757
1489.77,96.1853,71.1249
1490.25,96.2318,70.9673
1490.73,96.2735,70.8029
1491.21,96.3114,70.6325
1491.69,96.3463,70.4565
1492.18,96.379,70.2757
1492.66,96.4099,70.0903
1493.14,96.4393,69.9001
1493.62,96.467,69.7041
1494.1,96.4926,69.5017
1494.59,96.5153,69.2921
1495.07,96.5343,69.075
1495.55,96.5493,68.8508
1496.03,96.5602,68.6202
1496.52,96.5672,68.3844
1497,96.5712,68.1442
1497.48,96.5731,67.9005
1497.96,96.5736,67.6535
1498.44,96.573,67.4036
1498.93,96.5714,67.1509
1499.41,96.5683,66.8957
1499.89,96.5635,66.6386
1500.37,96.557,66.38
1500.85,96.5491,66.1207
1501.34,96.5408,65.8613
1501.82,96.5331,65.6025
1502.3,96.5272,65.3449
1502.78,96.5236,65.0887
1503.27,96.5222,64.8339
1503.75,96.5223,64.5801
1504.23,96.5222,64.3263
1504.71,96.5201,64.0718
1505.19,96.5137,63.8159
1505.68,96.501,63.5585
1506.16,96.4807,63.3008
1506.64,96.4523,63.0446
1507.12,96.4164,62.7922
1507.6,96.3749,62.5457
1508.09,96.3304,62.3064
1508.57,96.2866,62.0748
1509.05,96.2476,61.8504
1509.53,96.2175,61.6321
1510.01,96.2004,61.4189
1510.5,96.1994,61.2101
1510.98,96.2169,61.0057
1511.46,96.2542,60.8061
1511.94,96.311,60.6119
1512.43,96.3858,60.4237
1512.91,96.476,60.2417
1513.39,96.5779,60.0659
1513.87,96.6873,59.8961
1514.35,96.7997,59.7318
1514.83,96.9109,59.5727
1515.32,97.0173,59.4187
1515.8,97.1165,59.2698
1516.28,97.207,59.1261
1516.76,97.289,58.9878
1517.25,97.3634,58.8553
1517.73,97.4318,58.7288
1518.21,97.4955,58.6085
1518.69,97.5556,58.494
1519.18,97.6122,58.3849
1519.66,97.665,58.2804
1520.14,97.7133,58.1797
1520.62,97.757,58.0824
1521.1,97.7963,57.9885
1521.58,97.8324,57.8986
1522.07,97.8672,57.8137
1522.55,97.9024,57.7347
1523.03,97.9397,57.6622
1523.51,97.9797,57.5958
1524,98.0224,57.5349
1524.48,98.067,57.4783
1524.96,98.1125,57.425
1525.44,98.1581,57.3744
1525.92,98.2033,57.3266
1526.41,98.248,57.2821
1526.89,98.2927,57.2414
1527.37,98.3377,57.205
1527.85,98.3833,57.173
1528.33,98.43,57.1449
1528.82,98.478,57.1203
1529.3,98.5275,57.099
1529.78,98.579,57.0808
1530.26,98.6328,57.0658
1530.75,98.6889,57.0542
1531.23,98.747,57.0458
1531.71,98.8062,57.0401
1532.19,98.8652,57.0365
1532.67,98.9227,57.0343
1533.16,98.978,57.0331
1533.64,99.0309,57.0332
1534.12,99.0822,57.0354
1534.6,99.1334,57.0406
1535.08,99.1863,57.0494
1535.57,99.242,57.062
1536.05,99.3011,57.0781
1536.53,99.3628,57.0966
1537.01,99.4257,57.1165
1537.49,99.4877,57.1372
1537.98,99.5467,57.158
1538.46,99.6011,57.1792
1538.94,99.6501,57.2009
1539.42,99.6938,57.2238
1539.91,99.7329,57.248
1540.39,99.7687,57.2739
1540.87,99.8026,57.3017
1541.35,99.8359,57.3315
1541.83,99.8696,57.3635
1542.32,99.9043,57.3976
1542.8,99.9403,57.4337
1543.28,99.9775,57.4713
1543.76,100.016,57.5095
1544.24,100.054,57.5479
1544.73,100.093,57.5858
1545.21,100.131,57.6233
1545.69,100.169,57.6606
1546.17,100.207,57.6981
1546.66,100.246,57.736
1547.14,100.285,57.7746
1547.62,100.323,57.8133
1548.1,100.362,57.8518
1548.58,100.399,57.8896
1549.07,100.435,57.9268
1549.55,100.469,57.9637
1550.03,100.503,58.0007
1550.51,100.536,58.0382
1550.99,100.57,58.0766
1551.48,100.604,58.1156
1551.96,100.637,58.1547
1552.44,100.669,58.1935
1552.92,100.7,58.2317
1553.41,100.728,58.2695
1553.89,100.754,58.3072
1554.37,100.779,58.3456
1554.85,100.804,58.385
1555.33,100.83,58.4255
1555.82,100.858,58.4666
1556.3,100.886,58.5076
1556.78,100.915,58.5476
1557.26,100.94,58.5856
1557.74,100.961,58.621
1558.23,100.974,58.6535
1558.71,100.979,58.683
1559.19,100.976,58.7099
1559.67,100.967,58.7348
1560.16,100.956,58.7584
1560.64,100.945,58.7815
1561.12,100.935,58.8046
1561.6,100.929,58.8279
1562.08,100.926,58.8511
1562.57,100.926,58.8737
1563.05,100.927,58.8945
1563.53,100.928,58.9127
1564.01,100.927,58.9277
1564.49,100.924,58.9392
1564.98,100.92,58.9475
1565.46,100.916,58.9529
1565.94,100.911,58.956
1566.42,100.907,58.9566
1566.91,100.903,58.9546
1567.39,100.9,58.9492
1567.87,100.896,58.9399
1568.35,100.89,58.9262
1568.83,100.882,58.908
1569.32,100.87,58.8854
1569.8,100.855,58.8588
1570.28,100.837,58.8288
1570.76,100.819,58.7955
1571.24,100.801,58.7593
1571.73,100.786,58.7203
1572.21,100.774,58.6786
1572.69,100.766,58.6344
1573.17,100.761,58.5872
1573.66,100.758,58.5366
1574.14,100.755,58.4817
1574.62,100.749,58.4214
1575.1,100.739,58.355
1575.58,100.723,58.2824
1576.06,100.703,58.2042
1576.55,100.679,58.1217
1577.03,100.655,58.0366
1577.51,100.631,57.95
1577.99,100.61,57.8627
1578.48,100.592,57.7744
1578.96,100.578,57.6843
1579.44,100.566,57.5916
1579.92,100.554,57.4956
1580.4,100.543,57.396
1580.89,100.531,57.2933
1581.37,100.518,57.188
1581.85,100.504,57.0807
1582.33,100.491,56.9717
1582.81,100.478,56.8611
1583.3,100.465,56.7487
1583.78,100.452,56.6346
1584.26,100.441,56.5192
1584.74,100.43,56.4029
1585.23,100.42,56.2861
1585.71,100.41,56.1692
1586.19,100.402,56.052
1586.67,100.394,55.9342
1587.15,100.387,55.8155
1587.64,100.38,55.696
1588.12,100.372,55.576
1588.6,100.364,55.4561
1589.08,100.357,55.3368
1589.56,100.35,55.2184
1590.05,100.343,55.1009
1590.53,100.337,54.9842
1591.01,100.332,54.8677
1591.49,100.327,54.7513
1591.97,100.321,54.6352
1592.46,100.315,54.5197
1592.94,100.307,54.4052
1593.42,100.298,54.292
1593.9,100.288,54.1802
1594.39,100.277,54.0695
1594.87,100.264,53.9599
1595.35,100.251,53.8513
1595.83,100.237,53.7441
1596.31,100.223,53.6386
1596.8,100.21,53.5351
1597.28,100.198,53.4337
1597.76,100.187,53.3341
1598.24,100.176,53.2357
1598.72,100.167,53.138
1599.21,100.157,53.0409
1599.69,100.148,52.9443
1600.17,100.139,52.8487
1600.65,100.129,52.7543
1601.14,100.12,52.6613
1601.62,100.11,52.5692
1602.1,100.101,52.4777
1602.58,100.091,52.3861
1603.06,100.081,52.2941
1603.55,100.072,52.2017
1604.03,100.062,52.1091
1604.51,100.052,52.0165
1604.99,100.043,51.924
1605.47,100.034,51.8313
1605.96,100.026,51.7381
1606.44,100.019,51.6439
1606.92,100.011,51.5484
1607.4,100.005,51.4516
1607.89,99.9994,51.3538
1608.37,99.9947,51.2552
1608.85,99.9908,51.1558
1609.33,99.9874,51.0554
1609.81,99.9843,50.9533
1610.3,99.9809,50.849
1610.78,99.977,50.7424
1611.26,99.9728,50.6337
1611.74,99.9687,50.5233
1612.22,99.9654,50.412
1612.71,99.9637,50.3
1613.19,99.9639,50.1872
1613.67,99.966,50.0729
1614.15,99.9691,49.956
1614.64,99.9716,49.8354
1615.12,99.9721,49.7104
1615.6,99.9689,49.5809
1616.08,99.9611,49.447
1616.56,99.9489,49.3097
1617.05,99.9332,49.1699
1617.53,99.9157,49.0284
1618.01,99.8983,48.8858
1618.49,99.8825,48.7426
1618.97,99.869,48.5986
1619.46,99.858,48.4538
1619.94,99.8484,48.3074
1620.42,99.8389,48.1589
1620.9,99.8281,48.0073
1621.39,99.8147,47.852
1621.87,99.798,47.6924
1622.35,99.7778,47.5286
1622.83,99.7544,47.3608
1623.31,99.7285,47.1898
1623.8,99.7007,47.0162
1624.28,99.6714,46.8403
1624.76,99.6409,46.6622
1625.24,99.6092,46.4814
1625.72,99.5761,46.2972
1626.21,99.5411,46.109
1626.69,99.5038,45.9163
1627.17,99.4639,45.7191
1627.65,99.4212,45.5174
1628.14,99.3754,45.3113
1628.62,99.3266,45.101
1629.1,99.2749,44.8865
1629.58,99.2207,44.6677
1630.06,99.1643,44.4448
1630.55,99.1062,44.218
1631.03,99.0469,43.9878
1631.51,98.9864,43.7545
1631.99,98.9247,43.5181
1632.47,98.8613,43.2781
1632.96,98.7952,43.0337
1633.44,98.7251,42.7836
1633.92,98.6498,42.5268
1634.4,98.568,42.2626
1634.89,98.4791,41.9915
1635.37,98.3831,41.7143
1635.85,98.2808,41.4329
1636.33,98.1738,41.1491
1636.81,98.0635,40.8643
1637.3,97.9515,40.5794
1637.78,97.8382,40.2944
1638.26,97.7238,40.0089
1638.74,97.6074,39.7222
1639.22,97.488,39.4337
1639.71,97.3647,39.1434
1640.19,97.2374,38.8516
1640.67,97.1065,38.5591
1641.15,96.9727,38.2667
1641.63,96.8371,37.9754
1642.12,96.7006,37.6858
1642.6,96.5631,37.3985
1643.08,96.4243,37.1136
1643.56,96.283,36.8312
1644.05,96.138,36.5511
1644.53,95.9884,36.2732
1645.01,95.8333,35.9974
1645.49,95.6727,35.7238
1645.97,95.5069,35.4529
1646.46,95.3368,35.1859
1646.94,95.1639,34.9245
1647.42,94.9901,34.6705
1647.9,94.8179,34.4259
1648.38,94.6494,34.192
1648.87,94.4865,33.9693
1649.35,94.3301,33.7574
1649.83,94.1795,33.555
1650.31,94.0324,33.3603
1650.8,93.8852,33.1715
1651.28,93.7341,32.9874
1651.76,93.5757,32.8075
1652.24,93.4084,32.6325
1652.72,93.2326,32.4638
1653.2,93.0512,32.3037
1653.69,92.8686,32.1544
1654.17,92.689,32.0178
1654.65,92.516,31.8949
1655.13,92.351,31.786
1655.62,92.1942,31.6902
1656.1,92.0441,31.6063
1656.58,91.8991,31.5328
1657.06,91.7575,31.4683
1657.54,91.6187,31.4122
1658.03,91.4825,31.3642
1658.51,91.3496,31.3247
1658.99,91.2205,31.2943
1659.47,91.0958,31.2736
1659.95,90.9755,31.2628
1660.44,90.8595,31.2614
1660.92,90.7471,31.2686
1661.4,90.6377,31.2837
1661.88,90.531,31.3061
1662.37,90.4271,31.3358
1662.85,90.3266,31.3731
1663.33,90.2303,31.4186
1663.81,90.1392,31.4726
1664.29,90.0541,31.5347
1664.78,89.9756,31.6046
1665.26,89.9039,31.6814
1665.74,89.8388,31.7644
1666.22,89.78,31.8533
1666.7,89.7267,31.9482
1667.19,89.6783,32.0491
1667.67,89.6341,32.1562
1668.15,89.5937,32.2692
1668.63,89.5567,32.3876
1669.11,89.5233,32.5107
1669.6,89.4939,32.6382
1670.08,89.4692,32.77
1670.56,89.4501,32.9066
1671.04,89.4376,33.0483
1671.53,89.4322,33.1954
1672.01,89.434,33.3479
1672.49,89.4426,33.5049
1672.97,89.4569,33.6658
1673.45,89.4757,33.8298
1673.94,89.4976,33.9966
1674.42,89.522,34.1664
1674.9,89.5488,34.3397
1675.38,89.5786,34.5169
1675.86,89.6126,34.6982
1676.35,89.6517,34.8832
1676.83,89.6969,35.0715
1677.31,89.7484,35.2628
1677.79,89.8059,35.4568
1678.28,89.869,35.654
1678.76,89.937,35.8548
1679.24,90.0099,36.0596
1679.72,90.0878,36.2684
1680.2,90.1712,36.4808
1680.69,90.2606,36.6963
1681.17,90.3563,36.9144
1681.65,90.4578,37.1348
1682.13,90.5641,37.3579
1682.61,90.6736,37.5839
1683.1,90.7847,37.8131
1683.58,90.896,38.0455
1684.06,91.0072,38.2808
1684.54,91.1186,38.5184
1685.03,91.2318,38.7582
1685.51,91.3486,39.0004
1685.99,91.4711,39.2454
1686.47,91.6007,39.494
1686.95,91.7378,39.7469
1687.44,91.8822,40.0042
1687.92,92.0328,40.2655
1688.4,92.1881,40.5305
1688.88,92.3471,40.7988
1689.36,92.5086,41.0705
1689.85,92.6724,41.346
1690.33,92.8388,41.626
1690.81,93.0084,41.9109
1691.29,93.1818,42.2007
1691.78,93.3596,42.4949
1692.26,93.5417,42.7929
1692.74,93.7277,43.0944
1693.22,93.9163,43.3997
1693.7,94.1057,43.7094
1694.19,94.294,44.0243
1694.67,94.4791,44.3451
1695.15,94.6598,44.6715
1695.63,94.8356,45.0027
1696.11,95.0073,45.3376
1696.6,95.1761,45.6753
1697.08,95.3437,46.0158
1697.56,95.5109,46.36
1698.04,95.6771,46.7089
1698.53,95.8404,47.0639
1699.01,95.998,47.4252
1699.49,96.1467,47.7921
1699.97,96.2843,48.1635
1700.45,96.4105,48.5377
1700.94,96.5264,48.9137
1701.42,96.6346,49.2913
1701.9,96.7377,49.6708
1702.38,96.8372,50.0531
1702.86,96.9331,50.4385
1703.35,97.0241,50.827
1703.83,97.1078,51.2178
1704.31,97.182,51.6101
1704.79,97.2452,52.0033
1705.28,97.2969,52.3973
1705.76,97.3376,52.7921
1706.24,97.3681,53.1878
1706.72,97.3887,53.5844
1707.2,97.3993,53.9811
1707.69,97.3991,54.3772
1708.17,97.3877,54.772
1708.65,97.3647,55.1655
1709.13,97.3307,55.5581
1709.61,97.2867,55.9506
1710.1,97.234,56.3438
1710.58,97.1738,56.738
1711.06,97.107,57.1327
1711.54,97.0347,57.5271
1712.02,96.9579,57.9204
1712.51,96.8782,58.3125
1712.99,96.7978,58.7037
1713.47,96.7193,59.0951
1713.95,96.6453,59.4873
1714.44,96.5779,59.8808
1714.92,96.5184,60.2751
1715.4,96.4677,60.6693
1715.88,96.4263,61.0623
1716.36,96.395,61.4536
1716.85,96.3749,61.8431
1717.33,96.3681,62.2311
1717.81,96.3767,62.6177
1718.29,96.403,63.0027
1718.77,96.4491,63.3848
1719.26,96.5161,63.7628
1719.74,96.6049,64.1355
1720.22,96.7156,64.5023
1720.7,96.8476,64.8634
1721.19,97.0003,65.2194
1721.67,97.1727,65.5705
1722.15,97.3633,65.9165
1722.63,97.571,66.2564
1723.11,97.7943,66.5884
1723.59,98.032,66.9111
1724.08,98.283,67.2236
1724.56,98.5466,67.5258
1725.04,98.8219,67.8184
1725.52,99.1079,68.1022
1726.01,99.403,68.3776
1726.49,99.7057,68.6443
1726.97,100.014,68.9016
1727.45,100.326,69.1487
1727.94,100.64,69.3856
1728.42,100.955,69.6127
1728.9,101.269,69.8313
1729.38,101.583,70.0426
1729.86,101.894,70.2475
1730.34,102.202,70.446
1730.83,102.506,70.6378
1731.31,102.804,70.8225
1731.79,103.094,70.9998
1732.27,103.374,71.1702
1732.76,103.642,71.3343
1733.24,103.897,71.4929
1733.72,104.137,71.6464
1734.2,104.364,71.7949
1734.68,104.577,71.938
1735.17,104.779,72.0753
1735.65,104.971,72.2073
1736.13,105.156,72.3348
1736.61,105.333,72.4587
1737.09,105.504,72.5798
1737.58,105.668,72.6983
1738.06,105.823,72.8135
1738.54,105.968,72.9243
1739.02,106.103,73.0298
1739.51,106.229,73.1299
1739.99,106.345,73.2252
1740.47,106.455,73.317
1740.95,106.56,73.407
1741.43,106.66,73.4959
1741.92,106.756,73.5843
1742.4,106.848,73.6717
1742.88,106.937,73.7578
1743.36,107.022,73.8427
1743.84,107.103,73.9271
1744.33,107.181,74.0122
1744.81,107.257,74.0991
1745.29,107.331,74.1886
1745.77,107.401,74.2811
1746.26,107.47,74.3764
1746.74,107.536,74.4744
1747.22,107.6,74.5752
1747.7,107.662,74.6798
1748.18,107.723,74.7891
1748.67,107.783,74.9044
1749.15,107.842,75.0262
1749.63,107.899,75.1543
1750.11,107.954,75.2884
1750.59,108.005,75.4278
1751.08,108.053,75.5726
1751.56,108.098,75.7234
1752.04,108.142,75.8813
1752.52,108.186,76.0475
1753.01,108.231,76.2224
1753.49,108.277,76.4059
1753.97,108.325,76.5974
1754.45,108.372,76.7962
1754.93,108.418,77.0018
1755.42,108.463,77.2143
1755.9,108.506,77.4342
1756.38,108.547,77.6622
1756.86,108.588,77.8983
1757.34,108.628,78.1423
1757.83,108.668,78.3934
1758.31,108.708,78.6509
1758.79,108.749,78.9145
1759.27,108.789,79.1843
1759.76,108.829,79.461
1760.24,108.868,79.7449
1760.72,108.905,80.0363
1761.2,108.94,80.3343
1761.68,108.973,80.6378
1762.17,109.004,80.9457
1762.65,109.033,81.2572
1763.13,109.062,81.5723
1763.61,109.09,81.8916
1764.09,109.12,82.2156
1764.58,109.152,82.5447
1765.06,109.184,82.8786
1765.54,109.217,83.2166
1766.02,109.249,83.5578
1766.51,109.28,83.9015
1766.99,109.309,84.2476
1767.47,109.336,84.5961
1767.95,109.362,84.9473
1768.43,109.388,85.301
1768.92,109.416,85.6566
1769.4,109.444,86.0134
1769.88,109.472,86.3705
1770.36,109.5,86.7277
1770.84,109.526,87.085
1771.33,109.549,87.4428
1771.81,109.569,87.8014
1772.29,109.586,88.1604
1772.77,109.6,88.5187
1773.25,109.614,88.8749
1773.74,109.627,89.228
1774.22,109.642,89.5773
1774.7,109.658,89.9233
1775.18,109.675,90.2668
1775.67,109.693,90.6086
1776.15,109.712,90.949
1776.63,109.73,91.2873
1777.11,109.747,91.6225
1777.59,109.764,91.9533
1778.08,109.781,92.2788
1778.56,109.798,92.5989
1779.04,109.815,92.9141
1779.52,109.831,93.2249
1780,109.848,93.5315
1780.49,109.864,93.8332
1780.97,109.88,94.1293
1781.45,109.895,94.4186
1781.93,109.91,94.7005
1782.42,109.925,94.9752
1782.9,109.941,95.2432
1783.38,109.958,95.5051
1783.86,109.975,95.7612
1784.34,109.991,96.0111
1784.82,110.007,96.2539
1785.31,110.022,96.489
1785.79,110.036,96.7157
1786.27,110.049,96.9345
1786.75,110.062,97.146
1787.24,110.075,97.351
1787.72,110.089,97.55
1788.2,110.103,97.743
1788.68,110.117,97.9293
1789.16,110.132,98.1083
1789.65,110.146,98.28
1790.13,110.16,98.4446
1790.61,110.173,98.6029
1791.09,110.184,98.7555
1791.57,110.194,98.9029
1792.06,110.201,99.0448
1792.54,110.208,99.1804
1793.02,110.213,99.3093
1793.5,110.219,99.4313
1793.99,110.226,99.5471
1794.47,110.234,99.6578
1794.95,110.244,99.7645
1795.43,110.255,99.8679
1795.91,110.268,99.9681
1796.4,110.28,100.064
1796.88,110.292,100.157
1797.36,110.303,100.244
1797.84,110.314,100.327
1798.32,110.324,100.407
1798.81,110.335,100.483
1799.29,110.346,100.558
1799.77,110.356,100.629
1800.25,110.366,100.698
1800.73,110.375,100.763
1801.22,110.383,100.825
1801.7,110.391,100.883
1802.18,110.399,100.939
1802.66,110.407,100.993
1803.15,110.416,101.046
1803.63,110.425,101.097
1804.11,110.435,101.146
1804.59,110.445,101.194
1805.07,110.456,101.238
1805.56,110.466,101.28
1806.04,110.477,101.321
1806.52,110.488,101.361
1807,110.498,101.4
1807.48,110.509,101.439
1807.97,110.519,101.478
1808.45,110.529,101.514
1808.93,110.538,101.549
1809.41,110.547,101.582
1809.9,110.556,101.614
1810.38,110.564,101.645
1810.86,110.573,101.677
1811.34,110.581,101.708
1811.82,110.589,101.738
1812.31,110.596,101.767
1812.79,110.604,101.795
1813.27,110.611,101.821
1813.75,110.619,101.846
1814.23,110.628,101.871
1814.72,110.637,101.896
1815.2,110.646,101.922
1815.68,110.655,101.947
1816.16,110.662,101.971
1816.65,110.669,101.994
1817.13,110.676,102.016
1817.61,110.682,102.037
1818.09,110.689,102.059
1818.57,110.696,102.081
1819.06,110.704,102.104
1819.54,110.713,102.126
1820.02,110.721,102.147
1820.5,110.73,102.166
1820.98,110.739,102.185
1821.47,110.748,102.203
1821.95,110.757,102.222
1822.43,110.767,102.241
1822.91,110.777,102.261
1823.4,110.786,102.281
1823.88,110.794,102.3
1824.36,110.801,102.317
1824.84,110.807,102.334
1825.32,110.812,102.35
1825.81,110.818,102.367
1826.29,110.826,102.384
1826.77,110.834,102.401
1827.25,110.844,102.419
1827.73,110.855,102.437
1828.22,110.865,102.453
1828.7,110.874,102.468
1829.18,110.882,102.483
1829.66,110.888,102.497
1830.15,110.893,102.511
1830.63,110.898,102.525
1831.11,110.903,102.539
1831.59,110.908,102.553
1832.07,110.914,102.565
1832.56,110.922,102.577
1833.04,110.93,102.59
1833.52,110.938,102.602
1834,110.947,102.616
1834.48,110.955,102.629
1834.97,110.962,102.643
1835.45,110.969,102.656
1835.93,110.975,102.668
1836.41,110.981,102.68
1836.9,110.987,102.691
1837.38,110.993,102.702
